name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Harrison Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,3,MI,Residential,3,2,FALSE,MHL-060-1346
New Foundation,"New Place, Inc.","6612 East WT Harris Blvd., Suite D",Charlotte,NC,28215,Mecklenburg,3,MI,Residential,3,2,FALSE,MHL-060-1347
Lazy Creek Home,InReach,"4530 Park Road, Suite 300",Charlotte,NC,28209,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1351
Kelden Walker Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,1,MI,Residential,1,1,FALSE,MHL-060-1356
Gaye Home,"Still Family, LLC",7506 East Independence,"Charlotte, NC,",NC,28227,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1358
Bennett Home,"United Support Services, Inc.",PO Box 337,Matthews,NC,28227,Mecklenburg,3,MI,Residential,3,2,FALSE,MHL-060-1359
"SECU Youth Crisis Center, a Monarch Program",Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,1,SUD,Residential,16,16,FALSE,MHL-060-1361
"SECU Youth Crisis Center, a Monarch Program",Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,15,MI,Residential,16,16,FALSE,MHL-060-1361
New Beginnings Home,"The Unique Caring Network, Inc.",7128-B Albermarle Road,Charlotte,NC,28227,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1369
Harris Home,"The Unique Caring Network, Inc.",7128 B Albermarle Rd,Charlotte,NC,28277,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1370
Summers Home,"The Unique Caring Network, Inc.",7128 B Albermarle Rd,Charlotte,NC,28227,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1372
Taylor Made Home,"The Kids Workshop, Inc.",5901 Beatties Ford Rd,Charlotte,NC,28216,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1374
A Safe Haven,"The Unique Caring Network, Inc.",7128 B Albermarle Rd.,Charlotte,NC,28227,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1375
The Newbill Home,"The Unique Caring Network, Inc.",7128 B Albermarle Rd,Charlotte,NC,28227,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1376
Ashley View,"Kerr Homes, Incorporated",1048 Hearth Lane SW,Concord,NC,28025,Mecklenburg,3,IID,Residential,3,1,FALSE,MHL-060-1377
Asbury Family Home,"The Unique Caring Network, Inc.",7128-B Albermarle Road,Charlotte,NC,28227,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1382
NeuroRestorative-Sardis,"Mentor ABI, LLC",151 North Sardis Rd,Charlotte,NC,28270,Mecklenburg,6,IID,Residential,6,4,FALSE,MHL-060-1387
Monteith Johnson Home,"Still Family, LLC",7506 East Independence Boulevard,Charlotte,NC,28227,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1393
Royal Child,Royal Child Academy Company,11000 Huntington Meadow Lane,Charlotte,NC,28273,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1394
Violet Hameed-Nelson Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Dr,Charlotte,NC,28270,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1396
Smith Cottage,Thompson Child and Family Focus,6801 St. Peters Lane,Matthews,NC,28105,Mecklenburg,9,MI,Residential,9,6,FALSE,MHL-060-1400
Lewis Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,2,IID,Residential,2,2,FALSE,MHL-060-1402
Spruce Cottage,Alexander Youth Network,6220 Thermal Road,Charlotte,NC,28211,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1404
House Twenty-One,Heartspring Inc.,"3707 Latrobe Drive, Suite 460",Charlotte,NC,28211,Mecklenburg,3,MI,Residential,3,0,FALSE,MHL-060-1405
Smythe Home,"The Unique Caring Network, Inc.",7128 B Albermarle Road,Charlotte,NC,28227,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1408
Rice Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Dr,Charlotte,NC,28270,Mecklenburg,3,IID,Residential,3,1,FALSE,MHL-060-1409
Polished Path Pattonsburg,"Polished Path, LLC","935 McAlway Rd, Unit 106",Charlotte,NC,28211,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1413
Ruby Wilson Home,Rae's Playze Adult Day Center,7338 Forrest Rader Drive,Mint HIll,NC,28227,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1416
Martin Home,"Unique Caring Network, Inc.",7128 -B Albemarle Road,Charlotte,NC,28227,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1419
Simmons Home,"Unique Caring Network, Inc.",7128-B Albemarle Road,Charlotte,NC,28227,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1420
The Alexander Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1421
The Thompson Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,3,MI,Residential,3,1,FALSE,MHL-060-1422
Forest Pond Home,"Abound Health, LLC",5309 Idlewild Rd North,Mint Hill,NC,28227,Mecklenburg,1,MI,Residential,1,1,FALSE,MHL-060-1423
The Dunlap Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1424
Kandakai Home,"Abound Health, LLC",5309 Idlewild Rd North,Mint Hill,NC,28227,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1425
The McCorbin-Harrington Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28277,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1427
The Hall Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28277,Mecklenburg,2,MI,Residential,2,2,FALSE,MHL-060-1429
Miracle Houses-Kerrybrook Circle,"Miracle Houses, Inc.","9307 Monroe Rd, Suite K",pycamp@miraclehouses.org,NC,28270,Mecklenburg,6,MD,Residential,6,6,FALSE,MHL-060-1430
Fraser Home,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,3,MI,Residential,3,3,FALSE,MHL-060-1432
Roxie's Home of Love,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28125,Mecklenburg,2,MI,Residential,2,1,FALSE,MHL-060-1433
Minor Home,"The Unique Caring Network, Inc.",7128-B Albemarle Rd,Charlotte,NC,28227,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1435
Verde Creek Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1436
Leo's Devotion,Rae's Playze Adult Day Center,7516 E. Independence Blvd,Charlotte,NC,28227,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1439
Stephen Greaves,Rae's Playze Adult Day Center,7516 E. Independence Blvd,Charlotte,NC,28227,Mecklenburg,2,MD,Residential,2,0,FALSE,MHL-060-1444
Peters Home,"Covenant Case Management Services, LLC",9940 Monroe Road,Matthews,NC,28105,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1447
The Garner Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1448
VOCA-Wilson Avenue Group Home,VOCA Corporation of North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-145
Joseph House of Charlotte,"The Kids Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1451
The Murphy-Guy Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,3,MD,Residential,3,1,FALSE,MHL-060-1452
The Clyburn Home,HomeCare Management Corporation,5855 Executive Center Drive,Charlotte,NC,28212,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1456
Treat Like Family,"Care Well of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,3,MD,Residential,3,1,FALSE,MHL-060-1458
Inreach/Swans Run Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-146
Solomon Palace,Royal Child Academy Company,11000 Huntington Meadow Ln,Charlotte,NC,28273,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1461
Shep El Home,"The Unique Caring Network, Inc.",7128 B Albemarle Rd,Charlotte,NC,28227,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1463
"Ropes, Inc.","Ropes, Inc. R.O.P.E.S.(Recovery Oriented Practices)","10617 Kettering Drive, #216",Charlotte,NC,28226,Mecklenburg,3,IID,Residential,3,2,FALSE,MHL-060-1464
Tuckaseegee Group Home,"LifeSpan, Inc","1511 Shopton Rd, Suite A",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,5,TRUE,MHL-060-147
Dawkins Home,"Abound Health, LLC",1890 Tommy's Road,Goldsboro,NC,27534,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1471
The Moon Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1478
Graham Home,"Carewell of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1481
Christ Church Cottage Thompson Child & Family Focus,Thompson Child & Family Focus,6800 St Peters Lane,Matthews,NC,28105,Mecklenburg,9,MD,Residential,9,3,FALSE,MHL-060-1482
Blessed Home,Royal Child Academy Company,11000 Huntington Meadow Lane,Charlotte,NC,28273,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1483
J. Davis Home,"Abound Health, LLC",5309 Idlewild Road North,Mint Hill,NC,28227,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1485
Williamson Cottage-Thompson Child and Family Focus,Thompson Child & Family Focus,6801 Saint Peters Lane,Matthews,NC,28105,Mecklenburg,9,MD,Residential,9,6,FALSE,MHL-060-1487
"Residential Adolescent Community Services, LLC","Residential Adolescent Community Services, LLC",2261 Milton Road,Charlotte,NC,28215,Mecklenburg,4,MD,Residential,4,4,FALSE,MHL-060-1488
"Choosing Change Residential Services, LLC","Choosing Change Residential Services, LLC",7834 East Berkeley Road,Denver,NC,28037,Mecklenburg,4,MD,Residential,4,3,FALSE,MHL-060-1491
"Life-Way Homes, LLC","Life-Way Homes, LLC","1 Buffaloe Avenue NW, Suite 201",Concord,NC,28025,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1492
Helping Hands Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1493
Absolute Solutions 1,"The Kids Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1495
Grier Home 2,"Covenant Case Management Services, LLC","9940 Monroe Road, Suite 201",Matthews,NC,28015,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1496
Rockmoor Ridge Care Center,"The Kids Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1498
Collaborative Hope - Skyview,Collaborative Hope,"9700 Research Drive, Suite 105",Charlotte,NC,28262,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1499
Flowe Drive Group Home,Lifespan Incorporated,"1511 Shopton Rd, Suite A",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,5,TRUE,MHL-060-150
The Williams Home,"The Kids Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1500
"Transcending Heights, LLC","Transcending Heights, LLC",10304 Bolton Court,Charlotte,NC,28269,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1501
Winnie's Place,"Universal Mental Health Services, Inc.",839 Wilkesboro Blvd,Lenoir,NC,28645,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1502
Cooley's House,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1505
Ed Smith Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,1,FALSE,MHL-060-1506
Miller Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1507
Joyce Robinson Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1508
Nina Moore Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1509
Dorothy Hardison Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1510
Karita Freeman Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1511
Bright Touch House,"Affirmative Family Care Services, LLC",9128 Touchstone Lane,Charlotte,NC,28227,Mecklenburg,3,IID,Residential,3,0,FALSE,MHL-060-1513
Shropshire Home,"CareWell of Charlotte, Inc.",1428 Orchard Lake Drive,Charlotte,NC,28270,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1516
Hansel Court,Royal Child Academy Company,11000 Huntington Meadow Lane,Charlotte,NC,28273,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1517
Right Choices,"RE Health Group, LLC",10008 Casa Nuestra Drive,Charlotte,NC,28214,Mecklenburg,4,MD,Residential,4,4,FALSE,MHL-060-1518
Kenan Cottage Thompson Child & Family Focus,Thompson Child & Family Focus,6800 Saint Peter's Lane,Matthews,NC,28105,Mecklenburg,9,MD,Residential,9,4,FALSE,MHL-060-1519
Inreach/ Shamrock Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-152
Bynum6 Care Home,"Supreme 6, LLC",3800 Coopersdale Road,Charlotte,NC,28273,Mecklenburg,5,IID,Residential,5,4,FALSE,MHL-060-1520
The Bridget Smith Home,"Abound Health, LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1521
Judy Hilliard Home,"Abound Health , LLC","2020 South Tryon Street, Suite B",Charlotte,NC,28203,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1522
Mary McCullough Home,"Covenant Case Management Services, LLC","9940 Monroe Road, Suite 201",Matthews,NC,28270,Mecklenburg,3,MD,Residential,3,2,FALSE,MHL-060-1524
Janice Ingram Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,3,MD,Residential,3,0,FALSE,MHL-060-1526
The Village House,"jwigginsbusinessinabox, LLC",7917 Suttonview Drive,Charlotte,NC,28269,Mecklenburg,4,MD,Residential,4,4,FALSE,MHL-060-1528
Digsby Home,"The Kid's Workshop, Inc.",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1529
Extended Family Residences,"Extended Family Residences, LLC",7330 Claiborne Woods Road,Charlotte,NC,28216,Mecklenburg,3,IID,Residential,3,0,FALSE,MHL-060-1531
Children Best Care Facility,"MyHome, LLC","6418 Reddman Road, Unit B",Charlotte,NC,28212,Mecklenburg,3,IID,Residential,3,3,FALSE,MHL-060-1533
Jeffers Home,"Abound Health, LLC",2020 South Tryon St. Ste 2B,Charlotte,NC,28213,Mecklenburg,3,MD,Residential,3,3,FALSE,MHL-060-1537
"Wings Group Home, LLC","No Bounds Care, Inc.",615 E 6th St,Charlotte,NC,28269,Mecklenburg,3,IID,Residential,3,1,FALSE,MHL-060-1538
#3831 Staunton,"Abound Health, LLC",2020 South Tryon St. Ste. 2B,Charlotte,NC,28203,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1539
Brenda Gibson Home,Covenant Case Management Services LLC,"9940 Monroe Rd, Ste 201",Matthews,NC,28015,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1541
Perfect Peace,"The Unique Caring Network, Inc",7128-B Albemarle Road,Charlotte,NC,28227,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1542
Wilson Home Care,"The Unique Caring Network, Inc",7128 B Albemarle Rd,Charlotte,NC,28227,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1543
Sharon Allen Home,"The Kids Workshop, Inc",5901 Beatties Ford Rd,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,2,FALSE,MHL-060-1544
The Trula Freeman Home,"Ryan's Place, LLC","9715 Northeast Parkway, Ste 100",Matthews,NC,28105,Mecklenburg,3,MD,Residential,3,1,FALSE,MHL-060-1546
Desiree Dickerson Home,"Ryan's Place, LLC",9715 Northeast Parkway Suite 100,Matthews,NC,28105,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1548
1332 Crandon,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,2,MD,Residential,2,1,FALSE,MHL-060-1549
Inreach/Williams Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-155
The White Home-A Caring Hands Site,"Caring Hands & Supplementary Enrichment Education, LLC","2206 Page Road, Suite 102",Durham,NC,27703,Mecklenburg,3,MD,Residential,3,0,FALSE,MHL-060-1552
"Next Level Family Solutions, LLC","Next Level Family Solutions, LLC",9452 Leyton Drive,Harrisburg,NC,28075,Mecklenburg,3,IID,Residential,3,0,FALSE,MHL-060-1553
"Johnny B's, LLC","Johnny B's, LLC",7111 Bullock Drive,Charlotte,NC,28214,Mecklenburg,3,MD,Residential,3,1,FALSE,MHL-060-1555
A Step in the Right Direction LLC,A Step In The Right Direction LLC,2717 Botany Street,Charlotte,NC,28216,Mecklenburg,4,MD,Residential,4,1,FALSE,MHL-060-1556
Newport Academy-Lodge,"North Carolina Health Operations, LLC","3990 Hillsboro Pike, Suite 330",Nashville,TN,37215,Mecklenburg,6,MI,Residential,6,6,FALSE,MHL-060-1558
Inreach/Nevins Road,Inreach,4530 Park Road  Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-156
Keisha Anderson Home,"Abound Health, LLC",3330 Monroe Road,Charlotte,NC,28205,Mecklenburg,3,MD,Residential,3,0,FALSE,MHL-060-1560
Yates Home,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,1,MD,Residential,1,0,FALSE,MHL-060-1563
Patience and Passion Home Care,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Mecklenburg,1,MD,Residential,1,0,FALSE,MHL-060-1564
Davenport Home,"Easter Seals UCP North Carolina & Virginia, Inc","5171 Glenwood Avenue, Suite 221",Raleigh,NC,27612,Mecklenburg,3,MD,Residential,3,0,FALSE,MHL-060-1565
Monarch dba UMAR-Angel,Monarch,"350 Pee Dee Avenue, Suite 101",Albemarle,NC,28001,Mecklenburg,6,IID,Residential,6,0,FALSE,MHL-060-1568
Inreach/Greywood Drive,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-157
Inreach/Lisa Circle,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-158
Inreach/Forsythia Circle,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-159
Inreach/Stillwell Oaks,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-160
Inreach/Crosby Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,5,IID,Residential,5,5,FALSE,MHL-060-161
Inreach/The Plaza,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-162
Pinebrook Drive Group Home,"Autism Services of Mecklenburg County, Inc.",2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-166
Mantle Court Group Home,"Autism Services of Mecklenburg County, Inc.",2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-167
VOCA-Sandburg Group Home,VOCA Corporation of North Carolina,818Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-205
VOCA-Oakhaven Drive Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-208
VOCA-Toddville Road Group Home,VOCA Corporation of North Carolina,818 Tyvola Rd. Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-213
Inreach/Gaynelle Drive,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28211,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-214
Heathcroft,Educare Community Living Corporation - North Carolina,818 Tyvola Rd Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-224
Ravendale Drive Group Home,"Autism Services of Mecklenburg County, Inc.",2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-231
Leaves,Educare Community Living Corporation - North Carolina,818 Tyvola Road Suite 104,Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-236
Inreach/Old Bell Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-239
Inreach/Larkhaven Road,Inreach,4530 Park Road   Suite 300,Charlotte,NC,28209,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-240
Browne Group Home,EduCare Community Living Corporation-North Carolina,818 Tyvola Rd Suite 104,Charlotte,NC,28217,Mecklenburg,6,NONAMB2,Residential,6,6,TRUE,MHL-060-245
Kelly Street Home,"Autism Services of Mecklenburg County, Inc.",2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-350
Villages of Hope Haven,"Hope Haven, Inc.",3815 N Tryon Street,Charlotte,NC,28206,Mecklenburg,37,SUD,Residential,140,103,FALSE,MHL-060-381
Villages of Hope Haven,"Hope Haven, Inc.",3815 N Tryon Street,Charlotte,NC,28206,Mecklenburg,103,SUD,Residential,140,103,FALSE,MHL-060-381
Commonwealth Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Mecklenburg,6,IID,Residential,6,4,FALSE,MHL-060-402
Ashcraft Home,"Easter Seals UCP North Carolina & Virginia, Inc.","5171 Glenwood Ave, Ste 211",Raleigh,NC,27612,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-403
The Taylor Home,Autism Services of Mecklenburg County Inc.,2211-A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-468
Gail B. Hanks Group Home,"Autism Services of Mecklenburg County, Inc.",2211A Executive Street,Charlotte,NC,28208,Mecklenburg,6,IID,Residential,6,6,TRUE,MHL-060-514
Highland Mist Home,"My B.R.O.T.H.E.R.'s House, Inc.",P.O. Box 25719,Charlotte,NC,28229,Mecklenburg,4,MI,Residential,4,4,FALSE,MHL-060-538
Christ Church,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,4,FALSE,MHL-060-568
Holt,"UMAR Services, Inc.","5350 77 Center Dr.,  Suite 201",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-569
Hall,"UMAR Services, Inc.","5350 77 Center Dr, Suite 201",Charlotte,NC,28217,Mecklenburg,6,IID,Residential,6,6,FALSE,MHL-060-570
