Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
michael.long@sevitahealth.com,JERRY LIVING CENTER,7307,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146390,1/1/2024,1/1/2027,4415 JERRY DR,BEAUMONT,TX,77703,"30.117796,-94.136035",(409) 832-4112,(409) 832-8044,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
licenses@brightspringhealth.com,LANDIS GROUP HOME,3966,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,149491,3/1/2022,3/1/2025,9165 LANDIS,BEAUMONT,TX,77707,"30.067012,-94.199241",(409) 860-4337,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JULIE PURCELL,
mike@ddmsllc.com,MCANELLY COMMUNITY HOME,3674,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146210,1/1/2022,1/1/2025,5125 MCANELLY,BEAUMONT,TX,77708,"30.150384,-94.160608",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
mike@ddmsllc.com,MEADOWICK LIVING CENTER,7405,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146199,1/1/2022,1/1/2025,9640 MEADOWICK,BEAUMONT,TX,77706,"30.087869,-94.201289",(409) 832-4112,(409) 832-8044,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
web@cg-idd.com,NORTH HOUSE,7326,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,148510,9/1/2021,9/1/2024,8185 PARK NORTH DR,BEAUMONT,TX,77708,"30.152094,-94.170594",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"ST GILESBAYTOWN, INC",FOR-PROFIT CORPORATION,3010 S FIRST,LUFKIN,TX,75901,(281) 837-1942,(281) 427-0586,CARRIE FRANKS,
mike@ddmsllc.com,NOTTINGHAM LIVING CENTER,3690,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146388,1/1/2021,1/1/2024,5965 NAVAJO TRAIL,BEAUMONT,TX,77708,"30.134476,-94.175407",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
michael.long@sevitahealth.com,PINEHAVEN COMMUNITY HOME,3692,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146325,1/1/2024,1/1/2027,10980 PINEHAVEN,BEAUMONT,TX,77713,"30.173331,-94.171231",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
michael.long@sevitahealth.com,SAMS WAY LIVING CENTER,3693,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146267,1/1/2024,1/1/2027,1760 SAMS WAY,BEAUMONT,TX,77706,"30.093673,-94.185116",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
licenses@brightspringhealth.com,SAN DIEGO GROUP HOME,3967,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,149788,2/28/2023,2/28/2026,7585 SAN DIEGO,BEAUMONT,TX,77708,"30.148081,-94.186844",(409) 892-1784,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,JULIE PURCELL,
michael.long@sevitahealth.com,THOUSAND OAKS LIVING CENTER,3677,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146272,1/1/2024,1/1/2027,8255 SHILOH,BEAUMONT,TX,77706,"30.083474,-94.18744",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
michael.long@sevitahealth.com,GRIFFIN LIVING CENTER,7567,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146344,1/1/2024,1/1/2027,3905 28TH STREET,PORT ARTHUR,TX,77642,"29.917321,-93.929674",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF TEXAS NO 1, LLC"
michael.long@sevitahealth.com,SHERIDAN LIVING CENTER,7530,ICF/IID,4,REGION 5 ICF/IID,JEFFERSON,PRIVATELY OWNED,YES,YES,146273,1/1/2024,1/1/2027,2810 SHERIDAN,PORT ARTHUR,TX,77640,"29.911547,-93.947986",(409) 832-4112,(409) 832-6974,,,6,0,0,0,0,0,6,"DEVELOPMENTAL DISABILITIES MANAGEMENT SERVICES OF BEAUMONT, LLC",Limited Liability Company (LLC),4115 GALVESTON ROAD,HOUSTON,TX,77017,(713) 475-2220,(713) 475-2212,MICHEAL LONG,NA
admin@assistedhomecareinc.com,GREEN ACRES,7295,ICF/IID,11,CORPUS CHRISTI 61,JIM WELLS,PRIVATELY OWNED,YES,YES,149988,9/9/2023,9/9/2026,5927 S HWY 281,ALICE,TX,78332,"27.668314,-98.08283",(361) 664-7508,,,,6,0,0,0,0,0,6,ASSISTED HOME CARE INC,FOR-PROFIT CORPORATION,PO BOX 1849,ALICE,TX,78333,(888) 528-8750,(361) 881-4311,BERTHA A AGUILAR,
admin@assistedhomecareinc.com,REYNOLDS HOME,7309,ICF/IID,11,CORPUS CHRISTI 61,JIM WELLS,PRIVATELY OWNED,YES,YES,148266,12/31/2021,12/31/2024,601  N  REYNOLDS,ALICE,TX,78332,"27.756337,-98.073661",(361) 668-0126,,,,6,0,0,0,0,0,6,ASSISTED HOME CARE INC,FOR-PROFIT CORPORATION,PO BOX 1849,ALICE,TX,78333,(888) 528-8750,(361) 881-4311,BERTHA A AGUILAR,
licenses@brightspringhealth.com,OAK HOUSE,3929,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,149327,10/1/2021,10/1/2024,208 ALVARADO OAKS DR,ALVARADO,TX,76009,"32.414523,-97.254887",(817) 790-3476,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,DARRON BREWER,
,TURKEY PEAK,3961,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,GOVERNMENT BASED,NO,YES,,,,908 BROWNCREST,BURLESON,TX,76028,"32.539313,-97.350381",(817) 447-9104,(817) 641-3619,,,6,0,0,0,0,0,6,PECAN VALLEY REGION MHMR,Other,PO BOX 973,STEPHENVILLE,TX,76401,,,JOSEPH P MIRISCIOTTI,
johnmatt-allen@rockhouses.org,COMMUNITY ACCESS INC,111523,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,311549,7/21/2023,7/21/2026,1206 TANGLEWOOD DR,CLEBURNE,TX,76033,"32.336854,-97.406991",(254) 968-4004,,,45H423,6,0,0,0,0,0,6,COMMUNITY ACCESS INC,FOR-PROFIT CORPORATION,2040 SHILOH RD,TYLER,TX,75703,(903) 579-8527,(903) 526-0881,LAURA L REDMAN,THE COMPANY OF ROCK HOUSE
johna@clctx.net,COMMUNITY LIVING CONCEPTS INC,3822,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,146387,1/9/2024,1/9/2027,2764 CO RD 310,CLEBURNE,TX,76031,"32.295902,-97.342972",(817) 774-3615,(817) 558-9560,,,6,0,0,0,0,0,6,COMMUNITY LIVING CONCEPTS INC,FOR-PROFIT CORPORATION,110 E. WALNUT,KEENE,TEXAS,76059,(817) 558-9559,(817) 558-9560,DEBORAH K NORTHROP,
,HIGHLAND ESTATES,3969,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,GOVERNMENT BASED,NO,YES,,,,1018 HIGHLAND ROAD,CLEBURNE,TX,76031,"32.294219,-97.394683",(817) 556-3720,(817) 641-3619,,,6,0,0,0,0,0,6,PECAN VALLEY MHMR REGION,OTHER (UNLICENSED),PO BOX 729,GRANBURY,TX,76048,,,JOSEPH P MIRISCIOTTI,
,QUAIL PARK,3962,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,GOVERNMENT BASED,NO,YES,,,,805 QUAIL PARK LANE,CLEBURNE,TX,76031,"32.412208,-97.374974",(817) 556-3720,(817) 641-3619,,,6,0,0,0,0,0,6,PECAN VALLEY MHMR REGION,OTHER (UNLICENSED),PO BOX 729,GRANBURY,TX,76048,,,NANCY ELAINE LEWIS,
,ROLLING ACRES,3970,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,GOVERNMENT BASED,NO,YES,,,,2901 FM 2280,CLEBURNE,TX,76031,"32.421222,-97.319768",(817) 558-0642,(817) 558-0952,,,6,0,0,0,0,0,6,PECAN VALLEY MHMR REGION,OTHER (UNLICENSED),PO BOX 729,GRANBURY,TX,76048,,,SARA SWIFT,
licenses@brightspringhealth.com,SPRUCE HOUSE,3924,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,143808,12/3/2022,12/3/2025,802 BERKLEY,CLEBURNE,TX,76031,"32.335233,-97.402222",(817) 517-5483,(512) 338-4182,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CHYMEKA JOHNSON,
info@safecarepartners.net,BLUEBONNET RESIDENTIAL CENTER 1,3625,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,149133,3/1/2022,3/1/2025,524 N PEARSON ST,GODLEY,TX,76044-3702,"32.456893,-97.528104",817 3893442,817 3892354,,,6,0,0,0,0,0,6,"SCP ACQUISITION PARTNERS, LTD",Limited Liability Company (LLC),4244 RIVER BIRCH RD,FORT WORTH,TX,76137,(817) 847-5741,(817) 847-5721,ALICIA G KIRKPATRICK,JACK JUDSON LLC
johna@clctx.net,COMMUNITY LIVING CONCEPTS INC,3622,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,146294,1/9/2024,1/9/2027,802 DAVIS ST,GRANDVIEW,TX,76050,"32.261299,-97.179816",(817) 558-9559,(817) 558-9560,,,6,0,0,0,0,0,6,COMMUNITY LIVING CONCEPTS INC,FOR-PROFIT CORPORATION,110 E. WALNUT,KEENE,TEXAS,76059,(817) 558-9559,(817) 558-9560,DEBORAH K NORTHROP,
johna@clctx.net,COMMUNITY LIVING CONCEPTS INC,3820,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,146097,1/9/2024,1/9/2027,712 STADIUM DR,JOSHUA,TX,76058,"32.448162,-97.379912",(817) 774-3614,(817) 558-9560,,,6,0,0,0,0,0,6,COMMUNITY LIVING CONCEPTS INC,FOR-PROFIT CORPORATION,110 E. WALNUT,KEENE,TEXAS,76059,(817) 558-9559,(817) 558-9560,JOHN L AKERS,
,LITTLEBROOK ESTATES,3972,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,GOVERNMENT BASED,NO,YES,,,,105 LITTLEBROOK ROAD,JOSHUA,TX,76058,"32.466768,-97.369797",(817) 645-0634,(817) 641-3619,,,6,0,0,0,0,0,6,PECAN VALLEY MHMR REGION,OTHER (UNLICENSED),PO BOX 729,GRANBURY,TX,76048,,,JOSEPH P MIRISCIOTTI,
johna@clctx.net,COMMUNITY LIVING CONCEPTS INC,7366,ICF/IID,5,ICF-IID (AUSTIN REGION),JOHNSON,PRIVATELY OWNED,YES,YES,146153,1/9/2022,1/9/2025,112 E WALNUT,KEENE,TX,76059,"32.399562,-97.32494",(817) 558-9559,(817) 558-9560,,,6,0,0,0,0,0,6,COMMUNITY LIVING CONCEPTS INC,FOR-PROFIT CORPORATION,110 E. WALNUT,KEENE,TEXAS,76059,(817) 558-9559,(817) 558-9560,DEBORAH K NORTHROP,
bernadetter@kenmartx.com,COUNTRY CLUB HOUSE,7583,ICF/IID,5,ICF-IID (AUSTIN REGION),LEE,PRIVATELY OWNED,YES,YES,148815,1/26/2023,1/26/2026,1070 CR 227,GIDDINGS,TX,78942,"30.151176,-96.868031",(979) 542-9315,,,,6,0,0,0,0,0,6,JAMESLEACH INC,FOR-PROFIT CORPORATION,339 W COLORADO,LA GRANGE,TX,78945,(979) 968-8502,(979) 968-5210,"WILLIAM K GRAY, II","KENMAR RESIDENTIAL SERVICES, INC"
kgrayii@kenmartx.com,EDGEWOOD HOUSE,7523,ICF/IID,5,ICF-IID (AUSTIN REGION),LEE,PRIVATELY OWNED,YES,YES,149053,4/8/2023,4/8/2026,486 EDGEWOOD,GIDDINGS,TX,78942,"30.176128,-96.922964",(979) 542-0360,,,,6,0,0,0,0,0,6,JAMESLEACH INC,FOR-PROFIT CORPORATION,339 W COLORADO,LA GRANGE,TX,78945,(979) 968-8502,(979) 968-5210,"WILLIAM K GRAY, II","KENMAR RESIDENTIAL SERVICES, INC"
jejames28@gmail.com,JOEKEL HOUSE,7471,ICF/IID,5,ICF-IID (AUSTIN REGION),LEE,PRIVATELY OWNED,YES,YES,148209,10/8/2021,10/8/2024,666 JOEKEL,GIDDINGS,TX,78942,"30.186212,-96.925142",(979) 542-1877,,,,6,0,0,0,0,0,6,JAMESLEACH INC,FOR-PROFIT CORPORATION,339 W COLORADO,LA GRANGE,TX,78945,(979) 968-8502,(979) 968-5210,JESSICA E JAMES,"KENMAR RESIDENTIAL SERVICES, INC"
tpconroy@ahrcc.onmicrosoft.com,WASHINGTON HOUSE,7610,ICF/IID,5,ICF-IID (AUSTIN REGION),LEE,PRIVATELY OWNED,YES,YES,149362,6/1/2023,6/1/2026,259 CACTUS,GIDDINGS,TX,78942,"30.191633,-96.929006",(512) 835-8955,(512) 835-8812,,,6,0,0,0,0,0,6,AUSTIN HEALTH RESOURCES INC,FOR-PROFIT CORPORATION,9609 NEW FOUNDLAND CIRCLE,AUSTIN,TX,78758,(512) 835-8955,(512) 895-8812,"THOMAS JR P CONROY, JR",
april.mock@sevitahealth.com,LEE ST COMMUNITY RESIDENCE,3904,ICF/IID,4,ICF/IID TEAM,LIBERTY,GOVERNMENT BASED,YES,YES,148314,9/1/2022,9/1/2025,802 LEE AVE,CLEVELAND,TX,77327,"30.333924,-95.092647",(281) 592-3634,(512) 327-5355,,45H348,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
amock@dscommunity.com,LEGION ST COMMUNITY RESIDENCE,3891,ICF/IID,4,ICF/IID TEAM,LIBERTY,GOVERNMENT BASED,YES,YES,148282,9/1/2021,9/1/2024,206 CHARLES BARKER,CLEVELAND,TX,77327,"30.33768,-95.071163",(281) 592-6371,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
amock@dscommunity.com,AVENUE B COMMUNITY RESIDENCE,3982,ICF/IID,4,ICF/IID TEAM,LIBERTY,PRIVATELY OWNED,YES,YES,148097,9/1/2021,9/1/2024,201 AVENUE B,LIBERTY,TX,77575,"30.055539,-94.770133",(409) 336-2629,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
april.mock@sevitahealth.com,HOLLY ST COMMUNITY RESIDENCE,7566,ICF/IID,4,ICF/IID TEAM,LIBERTY,PRIVATELY OWNED,YES,YES,148117,9/1/2022,9/1/2025,1420 HOLLY ST,LIBERTY,TX,77575,"30.072033,-94.801802",(936) 336-3445,(512) 327-5355,,,6,0,0,0,0,0,6,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
amandap@kenmarhcs.com,COMMERCE HOUSE,7512,ICF/IID,5,ICF-IID (AUSTIN REGION),LIMESTONE,PRIVATELY OWNED,YES,YES,307884,2/1/2023,2/1/2026,811 EAST COMMERCE,MEXIA,TEXAS,76667,"31.681806,-96.476009",254 5622891,(254) 562-5924,,,6,0,0,0,0,0,6,AVID CENTRAL TEXAS LLC,Limited Liability Company (LLC),,,,,,,AMANDA PEAKES-TAYLOR,
amandap@kenmarhcs.com,FAIRWAY HOUSE,7513,ICF/IID,5,ICF-IID (AUSTIN REGION),LIMESTONE,PRIVATELY OWNED,YES,YES,307886,2/1/2023,2/1/2026,1000 FAIRWAY,MEXIA,TX,76667,"31.688352,-96.500836",254 5622891,(254) 562-5924,,,6,0,0,0,0,0,6,AVID CENTRAL TEXAS LLC,Limited Liability Company (LLC),,,,,,,AMANDA PEAKES-TAYLOR,
,MEXIA STATE SUPPORTED LIVING CENTER,7105,ICF/IID,5,ICF-IID (AUSTIN REGION),LIMESTONE,STATE SCHOOL/STATE CENTER,NO,YES,,,,540 CHAPEL DRIVE,MEXIA,TX,76667,"31.701342,-96.533905",(254) 562-2821,(254) 562-1444,,,616,0,0,0,0,0,616,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
amandap@kenmarhcs.com,TYLER HOUSE,7586,ICF/IID,5,ICF-IID (AUSTIN REGION),LIMESTONE,PRIVATELY OWNED,YES,YES,307889,2/1/2023,2/1/2026,830 TYLER STREET,MEXIA,TEXAS,76667,"31.67338,-96.475238",254 5622891,(254) 562-5924,,,6,0,0,0,0,0,6,AVID CENTRAL TEXAS LLC,Limited Liability Company (LLC),,,,,,,AMANDA PEAKES-TAYLOR,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,3908,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,146081,1/1/2024,1/1/2027,606 S MAIN,IDALOU,TX,79329,"33.661004,-101.680149",(806) 701-5488,(806) 701-5643,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,MARTINA SANCHEZ,
annadalemanor@gmail.com,23RD MANOR,7330,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,148130,7/1/2021,7/1/2024,5423 23RD ST,LUBBOCK,TX,79407,"33.573317,-101.930505",(806) 535-3740,,,,6,0,0,0,0,0,6,"ANNADALE MANOR, INC",FOR-PROFIT CORPORATION,PO BOX 65725,LUBBOCK,TX,79464,(806) 632-6588,,PAIGE BARNHILL,
licensing@cg-idd.com,3419 54TH ST,7591,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,307691,2/10/2023,2/10/2026,3419 54TH ST,LUBBOCK,TX,79413,"33.544922,-101.8903",(800) 289-7121,(806) 784-0753,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,CINDY DAVIS,
licensing@cg-idd.com,3425 GRINNELL ST,3917,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,307701,2/10/2023,2/10/2026,3425 GRINNELL STREET,LUBBOCK,TX,79415,"33.608524,-101.889526",(800) 289-7121,(806) 784-0753,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,CINDY DAVIS,
licenses@brightspringhealth.com,41ST STREET COMMUNITY HOME,3848,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,146146,1/1/2024,1/1/2027,3615 41ST ST,LUBBOCK,TX,79413,"33.556835,-101.894048",(806) 701-5488,(806) 701-5643,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,MARTINA SANCHEZ,
karla2818@aol.com,5735 DARTMOUTH DRIVE,7344,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,148210,9/1/2022,9/1/2025,5735 DARTMOUTH DR,LUBBOCK,TX,79416,"33.603167,-101.938872",(806) 767-0685,(806) 767-0687,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,KARLA ROBERTS,
licensing@cg-idd.com,5814 6TH STREET,3951,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,307723,2/10/2023,2/10/2026,5814 6TH ST,LUBBOCK,TX,79416,"33.590542,-101.942299",(800) 289-7121,(806) 784-0753,,,6,0,0,0,0,0,6,"DAYBREAK, INC",FOR-PROFIT CORPORATION,4800 OVERTON PLAZA STE 440,FORT WORTH,TX,76109,(972) 223-6259,(972) 224-0904,CINDY DAVIS,
licenses@brightspringhealth.com,5TH STREET COMMUNITY HOME,3679,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,146308,1/1/2024,1/1/2027,7423 5TH ST,LUBBOCK,TX,79416-6519,"33.590625,-101.982582",(806) 701-5488,(806) 701-5643,,,6,0,0,0,0,0,6,PHOENIX GUARANTOR INC,FOR-PROFIT CORPORATION,1901 CAMPUS PL,LOUISVILLE,KY,40299,,,MARTINA SANCHEZ,
karla2818@aol.com,6603 DOVER AVENUE,7447,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,148428,9/1/2021,9/1/2024,6603 DOVER AVE,LUBBOCK,TX,79423,"33.533835,-101.933185",(806) 767-0685,(806) 767-0687,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,KARLA ROBERTS,
karla2818@aol.com,7409 RICHMOND AVENUE,7448,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,148211,9/1/2021,9/1/2024,7409 RICHMOND AVE,LUBBOCK,TX,79424,"33.526042,-101.909108",(806) 767-0685,(806) 767-0687,,,6,0,0,0,0,0,6,"CALAB, INC",FOR-PROFIT CORPORATION,3803 S. ROBINSON ROAD,GRAND PRAIRIE,TEXAS,75052,(972) 263-2112,(972) 263-2115,KARLA ROBERTS,
cfulbright@suddenlink.net,AGNES DENT HOMES I,7201,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,149553,4/1/2023,4/1/2026,4805 16TH ST,LUBBOCK,TX,79416,"33.581462,-101.914948",(806) 797-3660,(806) 797-6681,,,6,0,0,0,0,0,6,CONNIE FULBRIGHT,Sole Proprietor,4805 16TH STREET,LUBBOCK,TX,79416,(806) 797-3660,(806) 797-6681,CONNIE FULBRIGHT,
bb.fulbright@gmail.com,B & B SERVICES,7350,ICF/IID,1,HIGH PLAINS ICF/MR,LUBBOCK,PRIVATELY OWNED,YES,YES,146242,10/1/2023,10/1/2026,5322 22ND ST,LUBBOCK,TX,79407,"33.574906,-101.927794",(210) 268-7759,(361) 998-9748,,,6,0,0,0,0,0,6,BRANDIE FULBRIGHT,Sole Proprietor,5322 22ND STREET,LUBBOCK,TX,79407,(210) 268-1159,(361) 998-9748,BRIAN FULBRIGHT,
